HP,Provider,HK,Type of asset,MEASURE,Measure,LOCATION,Country,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FIN,Finland,2011,2011,PC,Percentage,0,Units,,,0.326,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FIN,Finland,2012,2012,PC,Percentage,0,Units,,,0.406,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FIN,Finland,2013,2013,PC,Percentage,0,Units,,,0.416,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FIN,Finland,2014,2014,PC,Percentage,0,Units,,,0.396,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FIN,Finland,2015,2015,PC,Percentage,0,Units,,,0.435,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2000,2000,EUR,Euro,6,Millions,,,366.825,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2001,2001,EUR,Euro,6,Millions,,,366.825,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2002,2002,EUR,Euro,6,Millions,,,449.226,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2003,2003,EUR,Euro,6,Millions,,,451.454,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2004,2004,EUR,Euro,6,Millions,,,442.197,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2005,2005,EUR,Euro,6,Millions,,,489.196,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2006,2006,EUR,Euro,6,Millions,,,599.787,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2007,2007,EUR,Euro,6,Millions,,,603.896,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2008,2008,EUR,Euro,6,Millions,,,643.265,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2009,2009,EUR,Euro,6,Millions,,,701.449,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2010,2010,EUR,Euro,6,Millions,,,658.095,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2011,2011,EUR,Euro,6,Millions,,,642.21,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2012,2012,EUR,Euro,6,Millions,,,811.596,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2013,2013,EUR,Euro,6,Millions,,,846.686,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2014,2014,EUR,Euro,6,Millions,,,814.617,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FIN,Finland,2015,2015,EUR,Euro,6,Millions,,,911.603,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2000,2000,EUR,Euro,6,Millions,2010,2010,425.593,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2001,2001,EUR,Euro,6,Millions,2010,2010,411.863,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2002,2002,EUR,Euro,6,Millions,2010,2010,499.535,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2003,2003,EUR,Euro,6,Millions,2010,2010,500.942,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2004,2004,EUR,Euro,6,Millions,2010,2010,487.707,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2005,2005,EUR,Euro,6,Millions,2010,2010,534.605,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2006,2006,EUR,Euro,6,Millions,2010,2010,649.535,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2007,2007,EUR,Euro,6,Millions,2010,2010,636.388,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2008,2008,EUR,Euro,6,Millions,2010,2010,657.641,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2009,2009,EUR,Euro,6,Millions,2010,2010,703.91,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2010,2010,EUR,Euro,6,Millions,2010,2010,658.095,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2011,2011,EUR,Euro,6,Millions,2010,2010,626.033,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2012,2012,EUR,Euro,6,Millions,2010,2010,768.456,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2013,2013,EUR,Euro,6,Millions,2010,2010,781.733,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2014,2014,EUR,Euro,6,Millions,2010,2010,739.603,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FIN,Finland,2015,2015,EUR,Euro,6,Millions,2010,2010,813.89,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2000,2000,PC,Percentage,0,Units,,,100,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2001,2001,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2002,2002,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2003,2003,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2004,2004,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2005,2005,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2006,2006,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2007,2007,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2008,2008,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2009,2009,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2010,2010,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2011,2011,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2012,2012,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2013,2013,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2014,2014,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FIN,Finland,2015,2015,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2000,2000,PC,Percentage,0,Units,,,0.233,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2001,2001,PC,Percentage,0,Units,,,0.222,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2002,2002,PC,Percentage,0,Units,,,0.239,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2003,2003,PC,Percentage,0,Units,,,0.387,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2004,2004,PC,Percentage,0,Units,,,0.41,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2005,2005,PC,Percentage,0,Units,,,0.42,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2006,2006,PC,Percentage,0,Units,,,0.612,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2007,2007,PC,Percentage,0,Units,,,0.601,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2008,2008,PC,Percentage,0,Units,,,0.64,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2009,2009,PC,Percentage,0,Units,,,0.643,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2010,2010,PC,Percentage,0,Units,,,0.647,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2011,2011,PC,Percentage,0,Units,,,0.686,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2012,2012,PC,Percentage,0,Units,,,0.661,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2013,2013,PC,Percentage,0,Units,,,0.613,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2014,2014,PC,Percentage,0,Units,,,0.617,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,FRA,France,2015,2015,PC,Percentage,0,Units,,,0.606,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2000,2000,EUR,Euro,6,Millions,,,3467,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2001,2001,EUR,Euro,6,Millions,,,3424,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2002,2002,EUR,Euro,6,Millions,,,3803,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2003,2003,EUR,Euro,6,Millions,,,6340,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2004,2004,EUR,Euro,6,Millions,,,7022.4,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2005,2005,EUR,Euro,6,Millions,,,7443.2,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2006,2006,EUR,Euro,6,Millions,,,11339.951,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2007,2007,EUR,Euro,6,Millions,,,11699.713,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2008,2008,EUR,Euro,6,Millions,,,12771.244,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2009,2009,EUR,Euro,6,Millions,,,12460.837,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2010,2010,EUR,Euro,6,Millions,,,12937.843,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2011,2011,EUR,Euro,6,Millions,,,14131.959,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2012,2012,EUR,Euro,6,Millions,,,13784.528,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2013,2013,EUR,Euro,6,Millions,,,12962.624,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2014,2014,EUR,Euro,6,Millions,,,13211.889,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,FRA,France,2015,2015,EUR,Euro,6,Millions,,,13211.889,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2000,2000,EUR,Euro,6,Millions,2010,2010,4135.511,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2001,2001,EUR,Euro,6,Millions,2010,2010,4004.112,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2002,2002,EUR,Euro,6,Millions,2010,2010,4357.07,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2003,2003,EUR,Euro,6,Millions,2010,2010,7130.108,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2004,2004,EUR,Euro,6,Millions,2010,2010,7769.695,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2005,2005,EUR,Euro,6,Millions,2010,2010,8078.589,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2006,2006,EUR,Euro,6,Millions,2010,2010,12047.614,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2007,2007,EUR,Euro,6,Millions,2010,2010,12119.104,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2008,2008,EUR,Euro,6,Millions,2010,2010,12921.625,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2009,2009,EUR,Euro,6,Millions,2010,2010,12595.392,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2010,2010,EUR,Euro,6,Millions,2010,2010,12937.843,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2011,2011,EUR,Euro,6,Millions,2010,2010,13999.855,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2012,2012,EUR,Euro,6,Millions,2010,2010,13499.396,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2013,2013,EUR,Euro,6,Millions,2010,2010,12596.663,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2014,2014,EUR,Euro,6,Millions,2010,2010,12771.444,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",FRA,France,2015,2015,EUR,Euro,6,Millions,2010,2010,12690.444,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2000,2000,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2001,2001,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2002,2002,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2003,2003,PC,Percentage,0,Units,,,100,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2004,2004,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2005,2005,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2006,2006,PC,Percentage,0,Units,,,100,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2007,2007,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2008,2008,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2009,2009,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2010,2010,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2011,2011,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2012,2012,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2013,2013,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2014,2014,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,FRA,France,2015,2015,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,GRC,Greece,2000,2000,PC,Percentage,0,Units,,,0.359,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,GRC,Greece,2001,2001,PC,Percentage,0,Units,,,0.482,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,GRC,Greece,2002,2002,PC,Percentage,0,Units,,,0.484,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,GRC,Greece,2003,2003,PC,Percentage,0,Units,,,0.41,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,GRC,Greece,2004,2004,PC,Percentage,0,Units,,,0.37,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,GRC,Greece,2005,2005,PC,Percentage,0,Units,,,0.365,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,GRC,Greece,2006,2006,PC,Percentage,0,Units,,,0.37,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,GRC,Greece,2007,2007,PC,Percentage,0,Units,,,0.348,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,GRC,Greece,2008,2008,PC,Percentage,0,Units,,,0.375,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,GRC,Greece,2000,2000,EUR,Euro,6,Millions,,,507,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,GRC,Greece,2001,2001,EUR,Euro,6,Millions,,,734,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,GRC,Greece,2002,2002,EUR,Euro,6,Millions,,,791,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,GRC,Greece,2003,2003,EUR,Euro,6,Millions,,,734,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,GRC,Greece,2004,2004,EUR,Euro,6,Millions,,,717,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,GRC,Greece,2005,2005,EUR,Euro,6,Millions,,,727,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,GRC,Greece,2006,2006,EUR,Euro,6,Millions,,,806,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,GRC,Greece,2007,2007,EUR,Euro,6,Millions,,,810,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,GRC,Greece,2008,2008,EUR,Euro,6,Millions,,,908.283,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",GRC,Greece,2000,2000,EUR,Euro,6,Millions,2010,2010,681.638,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",GRC,Greece,2001,2001,EUR,Euro,6,Millions,2010,2010,953.69,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",GRC,Greece,2002,2002,EUR,Euro,6,Millions,2010,2010,994.449,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",GRC,Greece,2003,2003,EUR,Euro,6,Millions,2010,2010,891.984,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",GRC,Greece,2004,2004,EUR,Euro,6,Millions,2010,2010,845.432,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",GRC,Greece,2005,2005,EUR,Euro,6,Millions,2010,2010,838.44,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",GRC,Greece,2006,2006,EUR,Euro,6,Millions,2010,2010,898.158,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",GRC,Greece,2007,2007,EUR,Euro,6,Millions,2010,2010,872.744,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",GRC,Greece,2008,2008,EUR,Euro,6,Millions,2010,2010,937.893,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,GRC,Greece,2000,2000,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,GRC,Greece,2001,2001,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,GRC,Greece,2002,2002,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,GRC,Greece,2003,2003,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,GRC,Greece,2004,2004,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,GRC,Greece,2005,2005,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,GRC,Greece,2006,2006,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,GRC,Greece,2007,2007,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,GRC,Greece,2008,2008,PC,Percentage,0,Units,,,100,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,HUN,Hungary,2000,2000,PC,Percentage,0,Units,,,0.272,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,HUN,Hungary,2001,2001,PC,Percentage,0,Units,,,0.277,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,HUN,Hungary,2002,2002,PC,Percentage,0,Units,,,0.334,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,HUN,Hungary,2003,2003,PC,Percentage,0,Units,,,0.274,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,HUN,Hungary,2004,2004,PC,Percentage,0,Units,,,0.289,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,HUN,Hungary,2005,2005,PC,Percentage,0,Units,,,0.247,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,HUN,Hungary,2000,2000,HUF,Forint,6,Millions,,,36278,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,HUN,Hungary,2001,2001,HUF,Forint,6,Millions,,,42569,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,HUN,Hungary,2002,2002,HUF,Forint,6,Millions,,,58272,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,HUN,Hungary,2003,2003,HUF,Forint,6,Millions,,,52180.47,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,HUN,Hungary,2004,2004,HUF,Forint,6,Millions,,,60769.928,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,HUN,Hungary,2005,2005,HUF,Forint,6,Millions,,,55477.428,,
