"Row","IndicatorCode","IndicatorName","LineItems",
"588","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"589","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Solvent and other product use: paint",
"590","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Solvent and other product use: degrease",
"591","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Solvent and other product use: chemicals",
"592","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Solvent and other product use: other",
"593","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Enteric fermentation",
"594","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Manure management",
"595","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Rice cultivation",
"596","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Direct soil emissions",
"597","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Manure in pasture/range/paddock",
"598","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Indirect N2O from agriculture",
"599","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Other direct soil emissions",
"600","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Savanna burning",
"601","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Agricultural waste burning",
"602","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Forest fires",
"603","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Grassland fires",
"604","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Decay of wetlands/peatlands",
"605","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Other vegetation fires",
"606","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Forest Fires-Post burn decay",
"607","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Solid waste disposal on land",
"608","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Wastewater handling",
"609","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Waste incineration",
"610","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Other waste handling",
"611","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Fossil fuel fires",
"612","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Indirect N2O from non-agricultural NOx",
"613","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Indirect N2O from non-agricultural NH3",
"614","I-GHG-HFC236fa","I-GHG-HFC236fa emissions (Gg)","Other sources",
"615","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Public electricity and heat production",
"616","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Other Energy Industries",
"617","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Manufacturing Industries and Construction",
"618","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Domestic aviation",
"619","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Road transportation",
"620","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Rail transportation",
"621","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Inland navigation",
"622","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Other transportation",
"623","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Residential and other sectors",
"624","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Fugitive emissions from solid fuels",
"625","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Fugitive emissions from oil and gas",
"626","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Memo: International aviation",
"627","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Memo: International navigation",
"628","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Production of minerals",
"629","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Cement production",
"630","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Lime production",
"631","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Production of chemicals",
"632","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Production of metals",
"633","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Production of pulp/paper/food/drink",
"634","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Production of halocarbons and SF6",
"635","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Refrigeration and Air Conditioning",
"636","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Foam Blowing",
"637","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Fire Extinguishers",
"638","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Aerosols",
"639","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","F-gas as Solvent",
"640","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Semiconductor/Electronics Manufacture",
"641","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Electrical Equipment",
"642","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Other F-gas use",
"643","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"644","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Solvent and other product use: paint",
"645","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Solvent and other product use: degrease",
"646","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Solvent and other product use: chemicals",
"647","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Solvent and other product use: other",
"648","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Enteric fermentation",
"649","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Manure management",
"650","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Rice cultivation",
"651","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Direct soil emissions",
"652","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Manure in pasture/range/paddock",
"653","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Indirect N2O from agriculture",
"654","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Other direct soil emissions",
"655","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Savanna burning",
"656","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Agricultural waste burning",
"657","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Forest fires",
"658","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Grassland fires",
"659","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Decay of wetlands/peatlands",
"660","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Other vegetation fires",
"661","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Forest Fires-Post burn decay",
"662","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Solid waste disposal on land",
"663","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Wastewater handling",
"664","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Waste incineration",
"665","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Other waste handling",
"666","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Fossil fuel fires",
"667","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Indirect N2O from non-agricultural NOx",
"668","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Indirect N2O from non-agricultural NH3",
"669","I-GHG-HFC245fa","I-GHG-HFC245fa emissions (Gg)","Other sources",
"670","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Public electricity and heat production",
"671","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Other Energy Industries",
"672","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Manufacturing Industries and Construction",
"673","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Domestic aviation",
"674","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Road transportation",
"675","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Rail transportation",
"676","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Inland navigation",
"677","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Other transportation",
"678","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Residential and other sectors",
"679","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Fugitive emissions from solid fuels",
"680","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Fugitive emissions from oil and gas",
"681","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Memo: International aviation",
"682","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Memo: International navigation",
"683","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Production of minerals",
"684","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Cement production",
"685","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Lime production",
"686","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Production of chemicals",
"687","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Production of metals",
"688","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Production of pulp/paper/food/drink",
"689","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Production of halocarbons and SF6",
"690","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Refrigeration and Air Conditioning",
"691","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Foam Blowing",
"692","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Fire Extinguishers",
"693","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Aerosols",
"694","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","F-gas as Solvent",
"695","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Semiconductor/Electronics Manufacture",
"696","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Electrical Equipment",
"697","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Other F-gas use",
"698","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"699","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Solvent and other product use: paint",
"700","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Solvent and other product use: degrease",
"701","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Solvent and other product use: chemicals",
"702","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Solvent and other product use: other",
"703","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Enteric fermentation",
"704","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Manure management",
"705","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Rice cultivation",
"706","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Direct soil emissions",
"707","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Manure in pasture/range/paddock",
"708","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Indirect N2O from agriculture",
"709","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Other direct soil emissions",
"710","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Savanna burning",
"711","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Agricultural waste burning",
"712","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Forest fires",
"713","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Grassland fires",
"714","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Decay of wetlands/peatlands",
"715","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Other vegetation fires",
"716","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Forest Fires-Post burn decay",
"717","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Solid waste disposal on land",
"718","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Wastewater handling",
"719","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Waste incineration",
"720","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Other waste handling",
"721","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Fossil fuel fires",
"722","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Indirect N2O from non-agricultural NOx",
"723","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Indirect N2O from non-agricultural NH3",
"724","I-GHG-HFC32","I-GHG-HFC32 emissions (Gg)","Other sources",
"725","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Public electricity and heat production",
"726","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Other Energy Industries",
"727","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Manufacturing Industries and Construction",
"728","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Domestic aviation",
"729","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Road transportation",
"730","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Rail transportation",
"731","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Inland navigation",
"732","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Other transportation",
"733","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Residential and other sectors",
"734","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Fugitive emissions from solid fuels",
"735","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Fugitive emissions from oil and gas",
"736","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Memo: International aviation",
"737","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Memo: International navigation",
"738","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Production of minerals",
"739","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Cement production",
"740","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Lime production",
"741","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Production of chemicals",
"742","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Production of metals",
"743","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Production of pulp/paper/food/drink",
"744","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Production of halocarbons and SF6",
"745","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Refrigeration and Air Conditioning",
"746","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Foam Blowing",
"747","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Fire Extinguishers",
"748","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Aerosols",
"749","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","F-gas as Solvent",
"750","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Semiconductor/Electronics Manufacture",
"751","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Electrical Equipment",
"752","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Other F-gas use",
"753","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"754","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Solvent and other product use: paint",
"755","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Solvent and other product use: degrease",
"756","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Solvent and other product use: chemicals",
"757","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Solvent and other product use: other",
"758","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Enteric fermentation",
"759","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Manure management",
"760","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Rice cultivation",
"761","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Direct soil emissions",
"762","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Manure in pasture/range/paddock",
"763","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Indirect N2O from agriculture",
"764","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Other direct soil emissions",
"765","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Savanna burning",
"766","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Agricultural waste burning",
"767","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Forest fires",
"768","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Grassland fires",
"769","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Decay of wetlands/peatlands",
"770","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Other vegetation fires",
"771","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Forest Fires-Post burn decay",
"772","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Solid waste disposal on land",
"773","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Wastewater handling",
"774","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Waste incineration",
"775","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Other waste handling",
"776","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Fossil fuel fires",
"777","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Indirect N2O from non-agricultural NOx",
"778","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Indirect N2O from non-agricultural NH3",
"779","I-GHG-HFC365mfc","I-GHG-HFC365mfc emissions (Gg)","Other sources",
"780","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Public electricity and heat production",
"781","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Other Energy Industries",
"782","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Manufacturing Industries and Construction",
"783","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Domestic aviation",
"784","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Road transportation",
"785","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Rail transportation",
"786","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Inland navigation",
"787","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Other transportation",
"788","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Residential and other sectors",
"789","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Fugitive emissions from solid fuels",
"790","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Fugitive emissions from oil and gas",
"791","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Memo: International aviation",
"792","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Memo: International navigation",
"793","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Production of minerals",
"794","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Cement production",
"795","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Lime production",
"796","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Production of chemicals",
"797","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Production of metals",
"798","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Production of pulp/paper/food/drink",
"799","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Production of halocarbons and SF6",
"800","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Refrigeration and Air Conditioning",
"801","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Foam Blowing",
"802","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Fire Extinguishers",
"803","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Aerosols",
"804","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","F-gas as Solvent",
"805","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Semiconductor/Electronics Manufacture",
"806","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Electrical Equipment",
"807","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Other F-gas use",
"808","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"809","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Solvent and other product use: paint",
"810","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Solvent and other product use: degrease",
"811","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Solvent and other product use: chemicals",
"812","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Solvent and other product use: other",
"813","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Enteric fermentation",
"814","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Manure management",
"815","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Rice cultivation",
"816","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Direct soil emissions",
"817","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Manure in pasture/range/paddock",
"818","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Indirect N2O from agriculture",
"819","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Other direct soil emissions",
"820","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Savanna burning",
"821","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Agricultural waste burning",
"822","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Forest fires",
"823","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Grassland fires",
"824","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Decay of wetlands/peatlands",
"825","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Other vegetation fires",
"826","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Forest Fires-Post burn decay",
"827","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Solid waste disposal on land",
"828","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Wastewater handling",
"829","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Waste incineration",
"830","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Other waste handling",
"831","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Fossil fuel fires",
"832","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Indirect N2O from non-agricultural NOx",
"833","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Indirect N2O from non-agricultural NH3",
"834","I-GHG-HFC4310mee","I-GHG-HFC4310mee emissions (Gg)","Other sources",
"835","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Public electricity and heat production",
"836","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Other Energy Industries",
"837","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Manufacturing Industries and Construction",
"838","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Domestic aviation",
"839","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Road transportation",
"840","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Rail transportation",
"841","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Inland navigation",
"842","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Other transportation",
"843","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Residential and other sectors",
"844","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Fugitive emissions from solid fuels",
"845","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Fugitive emissions from oil and gas",
"846","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Memo: International aviation",
"847","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Memo: International navigation",
"848","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Production of minerals",
"849","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Cement production",
"850","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Lime production",
"851","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Production of chemicals",
"852","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Production of metals",
"853","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Production of pulp/paper/food/drink",
"854","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Production of halocarbons and SF6",
"855","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Refrigeration and Air Conditioning",
"856","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Foam Blowing",
"857","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Fire Extinguishers",
"858","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Aerosols",
"859","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","F-gas as Solvent",
"860","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Semiconductor/Electronics Manufacture",
"861","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Electrical Equipment",
"862","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Other F-gas use",
"863","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"864","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Solvent and other product use: paint",
"865","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Solvent and other product use: degrease",
"866","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Solvent and other product use: chemicals",
"867","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Solvent and other product use: other",
"868","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Enteric fermentation",
"869","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Manure management",
"870","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Rice cultivation",
"871","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Direct soil emissions",
"872","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Manure in pasture/range/paddock",
"873","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Indirect N2O from agriculture",
"874","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Other direct soil emissions",
"875","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Savanna burning",
"876","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Agricultural waste burning",
"877","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Forest fires",
"878","I-GHG-C2F6","I-GHG-C2F6 emissions (Gg)","Grassland fires",
